id_,created_at,tweetID,tweet,username,id_str,name,entity,commentcount,likes,retweets,quotes,replies,sentiment,bidang,gender,link,imageUrl
454,July-23,1.68199E+18,Pertama belajar waktu itu mobil Mitsubishi Lancer CB5 (setirnya ke kiri terus) jadi karena emang belum bisa nyeimbangin akhirnya ke kiri terus wkwk habis itu baru belajar lagi pake Suzuki Carry...,rupeka_ghozy,1.37642E+18,Rupeka Ghozy,Mitsubishi,0,32,193,7531,0,NULL,NULL,NULL,https://twitter.com/rupeka_ghozy/status/1681991044492320768,https://pbs.twimg.com/profile_images/1376416005971320832/kG_mB4gu_200x200.jpg
456,July-23,1.68204E+18,"Sangat berbahaya. Maklum macet. Image. 150. 6K. 7K. salman · @salman_ibad. ·. Nov 30, 2019. dikasih naek mobil wuling aja saya masuk angin. lancar bener AC nya. (@) on X New article from one of our tech team (Mbak Hamnah, Mas Damar, Mas Estu) sharing the gritty details on how to build load testing platforms with &gt;200K rps.

If you have millions of users, no better way to ensure a smooth feature launch than to load test!✍️?

https://t.co/he5w2YeTz6",salman_ibad,76652407,salman,Wuling,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,https://twitter.com/salman_ibad,undefined:large
458,July-23,1.68239E+18,"Absen siapa yang di sini bilangnya belum ngantuk, eh 5 menit kemudian ketiduran?Translate post",DaihatsuInd,86864472,Daihatsu Indonesia,Daihatsu,51,234613,10939,53138,51,NULL,NULL,NULL,https://twitter.com/DaihatsuInd/status/1682390653471453185,https://pbs.twimg.com/profile_images/1447891799842779143/9fHut2AP_200x200.jpg
459,July-23,1.68264E+18,"DT (44), pengemudi mobil yang diserempet oleh mobil Jeep Wrangler Rubicon bernopol B-1360-PCY di Tol JORR buka suara. Begini kronologi kejadian itu versi korban. Mulanya, mobil Daihatsu Ayla...",Aryprasetyo85,435004096,Ary Prasetyo,Daihatsu,4,76456,19276,358604,4,NULL,NULL,NULL,https://twitter.com/Aryprasetyo85/status/1682643620464332800,https://pbs.twimg.com/media/F1nzdK_aQAMG-hG.jpg:large
460,July-23,1.68307E+18,"Selamat Hari Anak Nasional! Dalam memperingati Hari Anak Nasional, yuk lakukan kegiatan favorit kalian bersama anak! Dari video di bawah, apa kegiatan apa yang menjadi favorit kalian bersama...",ToyotaID,64310527,Toyota Indonesia,Toyota,5,182720,18859,50714,5,NULL,NULL,NULL,https://mobile.twitter.com/ToyotaID/status/1683069454165606400,https://pbs.twimg.com/ext_tw_video_thumb/1682392388655017985/pu/img/QxVlpkXyKftU7EoA.jpg:large
463,July-23,1.68402E+18,"Daihatsu Indonesia · @DaihatsuInd. ·. Dec 18, 2021. Kata pertama yang kamu (@) on X",jalil01091976,7.80024E+17,Jalil,Daihatsu,0,NULL,NULL,NULL,422,NULL,NULL,NULL,https://twitter.com/jalil01091976,https://pbs.twimg.com/ext_tw_video_thumb/1684019750727487488/pu/img/SJV2gRO9v8UBdrs3.jpg:large
465,July-23,1.68409E+18,"buat yg bingung torsi dan tenaga itu bedanya apa di wuling almaz, baca iniTranslate post",DanielFatah4,1.28196E+18,Daniel Fatah,Wuling,1,110,124,705,1,NULL,NULL,NULL,https://twitter.com/DanielFatah4/status/1684088961705336832,https://pbs.twimg.com/profile_images/1281957753871687680/WpV4KzQI_200x200.jpg
466,July-23,1.68445E+18,Program Penjualan “Pamer Honda Baru”Translate post,RisaaHonda,1.60956E+18,Risa Honda Cikarang,Honda,0,0,20,62,0,NULL,NULL,NULL,https://twitter.com/RisaaHonda/status/1684452693723815937,https://pbs.twimg.com/profile_images/1609561719059410946/vc6mglv4_200x200.jpg
468,July-23,1.68483E+18,"#WulingQuiz Ayo, coba perhatikan dengan seksama mobil Wuling apa saja yang muncul dan menangkan saldo e-wallet total senilai Rp500rb untuk 5 pemenang havva (@liahananiahavva) on X Ig:@lia_almiski
Selalu bersyukur",liahananiahavva,1.55244E+18,havva,Wuling,NULL,NULL,NULL,NULL,573,NULL,NULL,NULL,https://twitter.com/liahananiahavva,https://pbs.twimg.com/profile_images/1670787031948042241/ak0vqtQc_200x200.jpg
467,July-23,1.68484E+18,"Toyota Friends, pastinya akan lebih aman dalam menjalani aktivitas harian kalau kita bisa terkoneksi langsung dengan mobil kesayangan! Seperti fitur Geofencing pada #TIntouch, fitur ini dapat...",ToyotaID,64310527,Toyota Indonesia,Toyota,1,182567,18727,50861,1,NULL,NULL,NULL,https://twitter.com/ToyotaID/status/1684836092858818561,https://pbs.twimg.com/media/F2GpvsBbMAAPR-6.jpg:large
470,July-23,1.68584E+18,"Daihatsu Indonesia · @DaihatsuInd. ·. May 5, 2023. 2023 pengennya nikah, Eh jadi korban harapan palsu, Kalo mau dapat hadiah, Jangan lupa follow Daihatsu! (@) on X Yang rindu akan PERUBAHAN utk PERSATUAN dan KEADILANNYA silahkan LIKE atau RETWEET ?",bg_regar_ya,782087318,bg regar,Daihatsu,NULL,NULL,NULL,NULL,86,NULL,NULL,NULL,https://twitter.com/bg_regar_ya,https://pbs.twimg.com/media/F2LfYJPa4AMDYMZ.jpg:large
473,July-23,1.68588E+18,"GR Yaris atau Yaris GR? Entah gimana Toyota ngasih nama, yang pasti antara GR Yaris & Yaris GR itu ibarat langit & bumi, wkwk simplenya, GR Yaris masuk ke kategori pure sports car, sedang Yaris...",MasMasBiassaa,1.54469E+18,Tukang Mobil Mobilan,Toyota,85,78300,493,32327,85,NULL,NULL,NULL,https://twitter.com/MasMasBiassaa/status/1685879381481414656,https://pbs.twimg.com/media/F2VyWTYaoAAnaPe.jpg:large
474,July-23,1.68589E+18, noffiy situmorang (@noffsii) on X but seek first his Kingdom and his Righteousness and all these things will be given to you as well..,noffsii,96063462,noffiy situmorang,Toyota,0,NULL,NULL,NULL,4,NULL,NULL,NULL,https://twitter.com/noffsii,https://pbs.twimg.com/profile_images/451935392875286528/gwFwbbGG_200x200.jpeg
472,July-23,1.68592E+18,"Mobil dinas Polri berjenis Mitsubishi Pajero Sport dengan pelat 3803-50 yang ugal-ugalan di tol kawasan Pantai Indah Kapuk (PIK), Jakarta Utara, diduga tengah mengawal mobil Toyota Camry dengan...",kompascom,23343960,Kompas.com,Toyota,90,8627469,29,2529659,90,NULL,NULL,NULL,https://twitter.com/kompascom/status/1685921711135293440,https://pbs.twimg.com/profile_images/1577144849437888514/d9x3nKN8_200x200.jpg
475,July-23,1.6861E+18,"Alhamdulilah Respon Cepat Tanggap, Mantap @tol_mms ⭐️⭐️⭐️",AnggaewoksYP,134019071,Angga Yudha Permana★,Honda,0,NULL,NULL,NULL,1,NULL,NULL,NULL,https://twitter.com/anggaewoksyp,https://pbs.twimg.com/profile_images/730688668705296384/6-BMiE-4_200x200.jpg
471,August-23,1.68624E+18,"Toyota Indonesia · @ToyotaID. ·. Jul 7, 2023. Kekayaan alam dan budaya di Sumatera mendorong para pegiat lingkungan untuk terus melestarikannya sebagai upaya (@) on X apenas 

#onepiece #ONEPIECEDAY #GEAR5",hbhhhbh84407,1.67107E+18,Tghgg Hbhhhbh,Toyota,NULL,NULL,NULL,NULL,19,NULL,NULL,NULL,https://twitter.com/hbhhhbh84407,https://pbs.twimg.com/media/F2DMv5eb0AUdRNG.jpg:large
477,August-23,1.68633E+18,"Saat ingin membeli mobil, tidak hanya harga mobilnya saja yang diperhatikan, tapi Cost of Ownershipnya juga jangan sampai kelewatan! Cost of Ownership adalah biaya pengeluaran yang dikeluarkan...",SuzukiIndonesia,214823582,Official Suzuki Indonesia,Suzuki,92,56214,35,34521,92,NULL,NULL,NULL,https://twitter.com/SuzukiIndonesia/status/1686333857745059840,https://pbs.twimg.com/media/F2cPs9jbMAM9BD9.jpg:large
455,August-23,1.68662E+18,"Mobil Mitsubishi Pajero yang menabrak pengendara motor di Gading Serpong, Tangerang Selatan, pada Jumat (7/4/2023). Korban yang masih berstatus mahasiswi joe_hd (@Hardi1978) on X FB yaa di FB... jadi mutualan yg baik yaa?",Hardi1978,2283684025,joe_hd,Mitsubishi,NULL,NULL,NULL,NULL,459,NULL,NULL,NULL,https://twitter.com/Hardi1978,https://pbs.twimg.com/profile_images/1582211208480198656/MC00bX9b_200x200.jpg
479,August-23,1.6867E+18,Daimin mau bagi-bagi hadiah lagi! Ada saldo Astrapay 200ribu untuk 4 pemenang yang beruntung! Caranya gampang banget - Follow @DaihatsuInd - RT & LIKE tweet ini - Reply dengan jawaban sebanyak-bany...,DaihatsuInd,86864472,Daihatsu Indonesia,Daihatsu,1029,234571,10936,53188,1029,NULL,NULL,NULL,https://twitter.com/DaihatsuInd/status/1686699000630833152,https://pbs.twimg.com/media/F2hXoaFacAAIx3y.jpg:large
480,August-23,1.68705E+18,Selamat Kepada Para Pemenang #WulingQuiz (Periode 24 - 29 Juni 2023) 1. @_banyu_biru21 2. @fajarichsan88 3. @squashdel 4. @Rahm4dan1 5. @yuanlinda26 Mohon kirim data diri Anda dg Format Nama...,WulingMotorsID,7.57798E+17,WulingMotorsID,Wuling,23,36381,204,12284,23,NULL,NULL,NULL,https://twitter.com/WulingMotorsID/status/1687047422944636928,https://pbs.twimg.com/media/F2mYqgNasAAhR5R.jpg:large
490,August-23,1.68738E+18,"Daihatsu Indonesia · @DaihatsuInd. ·. Aug 2, 2023. Daimin mau bagi-bagi hadiah lagi! Ada saldo Astrapay 200ribu untuk 4 pemenang yang beruntung! Caranya gampang Peggy K. (@Peggy__K) on X Seorang ibu untuk anakku.??",Peggy__K,340925444,Peggy K.,Daihatsu,NULL,NULL,NULL,NULL,145,NULL,NULL,NULL,https://twitter.com/peggy__k,https://pbs.twimg.com/profile_images/931439274825719808/2LKhWPou_200x200.jpg
225,August-23,1.68747E+18, (@) on X https://t.co/DonWn3Wnxq,smkmuh01pbg,1.63158E+18,SMK Muhammadiyah 1 Purbalingga,Daihatsu,0,NULL,NULL,NULL,0,NULL,NULL,NULL,https://twitter.com/smkmuh01pbg,undefined:large
481,August-23,1.6875E+18, icha (@ichaisizaki) on X just do it,ichaisizaki,1.62538E+18,icha,Wuling,NULL,NULL,NULL,NULL,710,NULL,NULL,NULL,https://twitter.com/ichaisizaki,https://pbs.twimg.com/profile_images/1667483828380897280/5_13o0kS_200x200.jpg
483,August-23,1.6878E+18,Gak salah kalo Mobil Wuling Almaz Hybrid ini jadi impian gue. Harganya udah cuan banget tapi kualitasnya ga kaleng-kaleng btw untuk artikel yg lebih bella (@oystjer) on X cyber account.,oystjer,7.81184E+17,bella,Wuling,NULL,NULL,NULL,NULL,273,NULL,NULL,NULL,https://twitter.com/oystjer,https://pbs.twimg.com/profile_images/1673230387806613504/qQOJc2nB_200x200.jpg
482,August-23,1.68783E+18,"Ingat cerita mobil listrik saya yang kemarin mogok dan nggak bisa nyala di bandara?? Nah, Alhamdulillah setelah kejadian itu, hari ini tim @hyundaimotorid langsung GERCEP menggantikan dengan...",sandiuno,132041617,Sandiaga Salahuddin Uno,Hyundai,54,3630474,390,45586,54,NULL,NULL,NULL,https://twitter.com/sandiuno/status/1687830816053981186,https://pbs.twimg.com/amplify_video_thumb/1687830315254124544/img/jIgzFBPrxltkST7n.jpg:large
486,August-23,1.68814E+18,"Akselerasi lebih maksimal, bikin pede kalau di aspal! ? Suzuki Jimny dilengkapi engine K15B dengan mesin yang ringan namun bertenaga dan bertorsi besar sehingga cocok untuk kondisi jalan...",SuzukiIndonesia,214823582,Official Suzuki Indonesia,Suzuki,9,56341,34,34870,9,NULL,NULL,NULL,https://twitter.com/SuzukiIndonesia/status/1688143035169927168,https://pbs.twimg.com/media/F219JBRbEAEduFV.jpg:large
487,August-23,1.68853E+18,"Mobil Mitsubishi Pajero yang menabrak pengendara motor di Gading Serpong, Tangerang Selatan, pada Jumat (7/4/2023). Korban yang masih berstatus mahasiswi semut comel ? (@ShaPhavlov) on X anti sama playing victim",ShaPhavlov,1.57902E+18,semut comel ?,Mitsubishi,NULL,NULL,NULL,NULL,749,NULL,NULL,NULL,https://twitter.com/ShaPhavlov,https://pbs.twimg.com/profile_images/1581518477369581570/zM1eYHH9_200x200.jpg
469,August-23,1.68873E+18,"Daihatsu Indonesia · @DaihatsuInd. ·. May 24, 2023. Yuhuuu selamat pagi Sahabat Daihatsu! ☀️ Biar kamu makin semangat ngejalanin hari ini, Daimin mau bagi dCb (@Dcibolang1) on X petualangan  backpacker
Agent Asuransi.....",Dcibolang1,1.27447E+18,dCb,Daihatsu,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,https://twitter.com/Dcibolang1,https://pbs.twimg.com/profile_images/1275768301365256193/eWQP9jqY_200x200.jpg
491,August-23,1.68878E+18,"RT @akugaal_ : [ INFO ORANG HILANG ] Mohon bantuannya temen2 barangkali melihat pak Moch Vrans Romi di daerah cimahi, bandung dan sekitarnya. Dengan kendaraan Mobil Honda Mobilio Hitam Plat...",PRFMnews,150589950,Radio PRFM,Honda,1,316758,3077,757482,1,NULL,NULL,NULL,https://twitter.com/PRFMnews/status/1688782495469420544,https://pbs.twimg.com/media/F2_BB5kaIAAHvON.jpg:large
489,August-23,1.68882E+18,3. Mention 3 temanmu dan ajak ikutan 4. Pastikan akunmu tidak private Periode sampai 11 Agustus 2023! #ToyotaIndonesiaTranslate post,ToyotaID,64310527,Toyota Indonesia,Toyota,0,182714,18765,50786,0,NULL,NULL,NULL,https://twitter.com/ToyotaID/status/1688823727247765504,https://pbs.twimg.com/profile_images/1558677773090439168/G0L9IPeC_200x200.jpg
461,August-23,1.68907E+18,"Daihatsu Indonesia · @DaihatsuInd. ·. Jun 18, 2023. Benda apa yang nggak bisa masuk kulkas? Jawaban paling lucu dan nggak masuk akal dapet merchandise dari ???? Tiyang Alit ???? (@NizarTahril) on X Warga NU pinggiran..tiyang bodoh..Tiyang Alit..pecinta Ulama dan NKRI",NizarTahril,1.65142E+18,???? Tiyang Alit ????,Daihatsu,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,https://mobile.twitter.com/NizarTahril,https://pbs.twimg.com/profile_images/1651732394083520512/2Eobk3bB_200x200.jpg
494,August-23,1.68947E+18,Kepala Dinas Pemuda dan Olahraga (Kadispora) Lubuklinggau Purnomo memberikan penjelasan terkait mobilnya menerobos jalan cor basah di Musi Rawas. Ia membenarkan jika mobil Toyota Kijang Inova...,RadioElshinta,121640063,Radio Elshinta,Toyota,74,3697209,11,1479540,74,NULL,NULL,NULL,https://twitter.com/RadioElshinta/status/1689467497278570496,https://pbs.twimg.com/ext_tw_video_thumb/1689467371562704896/pu/img/5IIN-6dLPEm7QIsS.jpg:large
493,August-23,1.68953E+18,"Viral video yang merekam aksi mobil Toyota Innova berplat merah dengan nomor polisi BG 44 HZ, melintas di jalan yang masih basah karena baru dicor di Desa T2 Purwakarya, Kabupaten Musi Rawas.Transl...",asumsico,8.29367E+17,Asumsi,Toyota,10,340121,2,38919,10,NULL,NULL,NULL,https://twitter.com/asumsico/status/1689526321838514176,https://pbs.twimg.com/ext_tw_video_thumb/1689525693238136833/pu/img/hRerdbkWaj2-j5As.jpg:large
495,August-23,1.68968E+18,https://analytics.twitter.com/about,ZDwijo,2605811592,my name is bejo,Daihatsu,0,NULL,NULL,NULL,445,NULL,NULL,NULL,https://twitter.com/ZDwijo,https://pbs.twimg.com/profile_images/763119966321123328/eAYRLZ8w_200x200.jpg
500,August-23,1.68986E+18,"siapa nak mod Honda WR-V dia boleh ambil inspirasi dari kete ni, Honda Indonesia dah siap pasang bodykit & kasi loweredTranslate post",paultantk,8462572,Paul Tan ? 199,Honda,7,31537,3376,46651,7,NULL,NULL,NULL,https://twitter.com/paultantk/status/1689863899041103872,https://pbs.twimg.com/media/F3OaQWhbUAAwZz5.jpg:large
498,August-23,1.68989E+18,"Buat Sahabat yang datang ke GIIAS 2023, jangan lupa mampir ke booth Daihatsu Hall 8D ya! Ikuti Test Drive Challenge dan raih kesempatan langsung untuk mendapatkan hadiah spesial dari Daihatsu!Trans...",DaihatsuInd,86864472,Daihatsu Indonesia,Daihatsu,2,234500,10934,53258,2,NULL,NULL,NULL,https://twitter.com/DaihatsuInd/status/1689886652431536128,https://pbs.twimg.com/media/F3Ou8UDbYAAn41Q.jpg:large
497,August-23,1.68992E+18,Halo Sahabat! Buat kamu yang datang ke @giias_id jangan lupa mampir ke booth Daihatsu hall 8D ya! Karena bakal ada music performance dari artis tanah air yang bakal menemani keseruan Sahabat...,DaihatsuInd,86864472,Daihatsu Indonesia,Daihatsu,5,234369,10932,53263,5,NULL,NULL,NULL,https://twitter.com/DaihatsuInd/status/1689915089921671169,https://pbs.twimg.com/media/F3PIzJnbcAAFDmM.jpg:large
502,August-23,1.69019E+18,Si doel ini klo kata ank jaman skrg redflg banget sbnrnya?,celotehThatha,2320041367,thatha,Honda,0,NULL,NULL,NULL,27,NULL,NULL,NULL,https://mobile.twitter.com/celotehthatha,https://pbs.twimg.com/ext_tw_video_thumb/1689623087158018049/pu/img/WRESTxhe22-zZypv.jpg:large
503,August-23,1.69022E+18,??,andrmhr,173826798,Andre Mahameru,Honda,0,NULL,NULL,NULL,904,NULL,NULL,NULL,https://twitter.com/andrmhr,https://pbs.twimg.com/profile_images/1445079538317213702/5AdzBd4s_200x200.jpg
505,August-23,1.69038E+18,"Viral video mobil Mitsubishi Pajero Sport tabrak motor di kawasan Gladak Jl. Slamet Riyadi, Solo, Rabu (9/8). Diketahui pengendara mobil berwarna putih tersebut adalah Putra Mahkota Keraton...",kumparan,7.59693E+17,kumparan,Mitsubishi,88,1080175,3,1080781,88,NULL,NULL,NULL,https://twitter.com/kumparan/status/1690378008224301057,https://pbs.twimg.com/ext_tw_video_thumb/1690377763314675712/pu/img/1N8mVCSY7sw4NKwd.jpg:large
504,August-23,1.69051E+18,"Saya mau melihat mobil terbaru Hyundai Indonésia IONIQ 6,mau ikutan Tes drive, foto foto sama mobil Hyundai yang keren, ikutan Game seru yang pasti banyak promo dan hadiahnya, Gassss GIIAS...",Mugiy_nuno,218888851,Mugiy_nuno,Hyundai,0,95,650,2218,0,NULL,NULL,NULL,https://twitter.com/Mugiy_nuno/status/1690511598379761664,https://pbs.twimg.com/profile_images/1383659541527633923/ceHbNpOY_200x200.jpg
457,August-23,1.69052E+18,#WulingQuiz Seberapa jeli Anda bisa menebak mobil-mobil Wuling di balik tirai ini dengan benar untuk memenangkan hadiah saldo e-wallet total senilai Chancesa_Reigo (@ChaeriaK) on X Bumi village?,ChaeriaK,1.12782E+18,Chancesa_Reigo,Wuling,NULL,NULL,NULL,NULL,592,NULL,NULL,NULL,https://mobile.twitter.com/chaeriak,https://pbs.twimg.com/profile_images/1416712431212982277/LXbfmno7_200x200.jpg
510,August-23,1.69058E+18,Viral video rekaman CCTV yang diunggah oleh salah satu akun di Tiktok bernama @jogjatv.tv yang memperlihatkan sebuah mobil Mitsubishi Pajero Sport menabrak sebuah motor di kawasan Gladak Jalan...,tvOneNews,55507370,tvOnenews,Mitsubishi,462,9875874,50,449854,462,NULL,NULL,NULL,https://twitter.com/tvOneNews/status/1690577175706279936,https://pbs.twimg.com/ext_tw_video_thumb/1690576891760271361/pu/img/TBZkYYIT9W6Jqywr.jpg:large
507,August-23,1.69063E+18,Udah nggak sabar nungguin #DaihatsuQuiz? Tenang hari ini Daimin bagi saldo Astrapay 200ribu untuk 4 orang pemenang yang beruntung! Caranya - Follow @DaihatsuInd - RT & LIKE tweet ini - Reply...,DaihatsuInd,86864472,Daihatsu Indonesia,Daihatsu,1438,234129,10929,53291,1438,NULL,NULL,NULL,https://twitter.com/DaihatsuInd/status/1690634754776010752,https://pbs.twimg.com/media/F3ZXWA5WoAAXHZv.jpg:large
514,August-23,1.69087E+18,anak sultan jg manusia....#kaburnihyeTranslate post,ibborock,91094126,ibbor amanaturobbi,Mitsubishi,0,214,279,5316,0,NULL,NULL,NULL,https://twitter.com/ibborock/status/1690870902446292992,https://pbs.twimg.com/profile_images/1000861238383931394/6i8SFbOr_200x200.jpg
513,August-23,1.69094E+18,https://twitter.com/tvOneNews/status/1690577175706279936… serem [gugup] https://plurk.com/p/pcsae7,kurotsugi,82830551,nur ida fitrianto,Mitsubishi,0,68,80,24391,0,NULL,NULL,NULL,https://twitter.com/kurotsugi/status/1690936183616901120,https://pbs.twimg.com/profile_images/378800000528133674/44ede3035ddd683bcd33a7ee352fc82d_200x200.jpeg
508,August-23,1.69095E+18,"Daihatsu Indonesia · @DaihatsuInd. ·. Aug 13, 2023. Udah nggak sabar nungguin #DaihatsuQuiz? Tenang hari ini Daimin bagi saldo Astrapay 200ribu untuk 4 orang 山田こーぢ (@alfhazz78) on X ラーメン作ってます ！子育てしてます",alfhazz78,1.1327E+18,山田こーぢ,Daihatsu,NULL,NULL,NULL,NULL,1438,NULL,NULL,NULL,https://twitter.com/alfhazz78,https://pbs.twimg.com/profile_images/1635716147365412892/JbSNso1T_200x200.jpg
515,August-23,1.69098E+18,Kasih tau dong alasan Sahabat dateng ke Booth Daihatsu di GIIAS 2023! #DaihatsuSahabatku #DaihatsuGIIAS2023 #GIIAS2023 #AdvacingLifeTomorrowTranslate post,DaihatsuInd,86864472,Daihatsu Indonesia,Daihatsu,6,235231,10953,52716,6,NULL,NULL,NULL,https://twitter.com/DaihatsuInd/status/1690983651289497601,https://pbs.twimg.com/profile_images/1447891799842779143/9fHut2AP_200x200.jpg
516,August-23,1.69101E+18,"Kalo ke Booth Daihatsu GIIAS 2023, jangan lupa Sahabat buat mampir ke Merchandise Station. Karena banyak pilihan merchandise yang menarik! #DaihatsuSahabatku #DaihatsuGIIAS2023 #GIIAS2023 #Advacing...",DaihatsuInd,86864472,Daihatsu Indonesia,Daihatsu,3,234647,10936,53171,3,NULL,NULL,NULL,https://twitter.com/DaihatsuInd/status/1691008399310458880,https://pbs.twimg.com/media/F3eqOXqbAAAR5Cb.jpg:large
506,August-23,1.69104E+18,"Jadi, karakter DaiMachi mana yang sesuai dengan kepribadian Sahabat? Coba retweet dan like, ya! Jangan lupa temukan kelima DaiMachi terserbut di Booth Daihatsu GIIAS 2023 di Hall 8D ICE BSD...",DaihatsuInd,86864472,Daihatsu Indonesia,Daihatsu,0,234037,10962,52535,0,NULL,NULL,NULL,https://twitter.com/DaihatsuInd/status/1691036360747204608,https://pbs.twimg.com/profile_images/1447891799842779143/9fHut2AP_200x200.jpg
517,August-23,1.69134E+18,"boleh bantu RT kalo ada yg cari mobil suzuki bisa contact aku yawww, love you!!Translate post",antialk0hol,1.09413E+18,Maria,Suzuki,1,37179,911,34223,1,NULL,NULL,NULL,https://twitter.com/antialk0hol/status/1691343902807363584,https://pbs.twimg.com/profile_images/1766433426566180864/19GG-Y7L_200x200.jpg
518,August-23,1.69134E+18,".tv yang memperlihatkan sebuah mobil Mitsubishi Pajero Sport menabrak sebuah motor di kawasan Gladak Jalan Slamet Riyadi, Solo, Rabu (9/8/2023). Pengendara NoName (@Dargombes83) on X Biasa saja",Dargombes83,1.47621E+18,NoName,Mitsubishi,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,https://twitter.com/Dargombes83,https://pbs.twimg.com/profile_images/1476205197403693071/3ODYUQVt_200x200.png
520,August-23,1.69164E+18,#WulingMotors mau bagi-bagi hadiah di #WulingShareAndWin #GJAW2023 Pilih & QRT mobil Wuling kesukaan Anda di #WulingGJAW2023 pada tweet berikutnya dan Laila Rahmaniwati (@LailaRahmaniwa1) on X ela pinky,LailaRahmaniwa1,8.09375E+17,Laila Rahmaniwati,Wuling,NULL,NULL,NULL,NULL,4369,NULL,NULL,NULL,https://twitter.com/LailaRahmaniwa1,https://pbs.twimg.com/profile_images/1022852358680674304/pHYuTLUe_200x200.jpg
85,August-23,1.69177E+18,Surviving Sepsis Campaign: International Guidelines for... : Critical Care Medicine,FSommeng,2215702063,Faisal Sommeng,AUDI,0,NULL,NULL,NULL,1386,NULL,NULL,NULL,https://twitter.com/fsommeng,undefined:large
524,August-23,1.69268E+18,"Pemakai Mobil Wuling di Indonesia makin banyak. Yuk kenalan dgn Komunitas Wuling Club Indonesia dlm Klinik Otomotif Sonora #KOS brsm Pengamat Otomotif Bebin Djuana ? Sabtu, 19 Agustus ?...",SonoraFM92,180696019,Radio Sonora Jakarta,Wuling,0,318154,155,883296,0,NULL,NULL,NULL,https://twitter.com/SonoraFM92/status/1692681164279177532,https://pbs.twimg.com/media/F32cjFWbQAATRkU.jpg:large
526,August-23,1.69278E+18,"Jangan lupa ajak teman dan keluargamu untuk datang langsung ke booth Daihatsu hall 8D di GIIAS 2023, tanggal 20 Agustus 2023 ya Sahabat! #DaihatsuSahabatku #DaihatsuGIIAS2023 #GIIAS2023 #AdvancingL...",DaihatsuInd,86864472,Daihatsu Indonesia,Daihatsu,0,234969,10950,52951,0,NULL,NULL,NULL,https://twitter.com/DaihatsuInd/status/1692778793868443821,https://pbs.twimg.com/profile_images/1447891799842779143/9fHut2AP_200x200.jpg
521,August-23,1.69284E+18,"Dari Karawang siang ini, saya melepas ekspor perdana mobil Toyota Fortuner ke Australia yang diproduksi PT Toyota Motor Manufacturing Indonesia. Perusahaan Singgih perkasa (@99nWfTV1noN30lf) on X Cucunya mbah Harjo dan Mbah Sampan,",99nWfTV1noN30lf,1.42263E+18,Singgih perkasa,Toyota,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,https://twitter.com/99nWfTV1noN30lf,https://pbs.twimg.com/profile_images/1422636806000939009/RDefk7Wd_200x200.jpg
525,August-23,1.69287E+18,Satu kata yang menggambarkan malam minggu Sahabat Daihatsu! Daimin: RebahanTranslate post,DaihatsuInd,86864472,Daihatsu Indonesia,Daihatsu,5,235071,10951,52858,5,NULL,NULL,NULL,https://twitter.com/DaihatsuInd/status/1692869024508731610,https://pbs.twimg.com/profile_images/1447891799842779143/9fHut2AP_200x200.jpg
527,August-23,1.69352E+18,#NAME?,YUPIEN_FESS,1.28267E+18,SEMUA BISA KIRIM MENFESS | CEK LIKES,Honda,5,34305,26,50302,5,NULL,NULL,NULL,https://twitter.com/YUPIEN_FESS/status/1693515846218579978,https://pbs.twimg.com/media/F4CTr-2asAAEplL.jpg:large
528,August-23,1.69352E+18,"buat pembeli sebelum giias, ini menyebalkan. saya serah terima baleno tanggal 10 agustus tepat pada hari suzuki indonesia melakukan upgrade ini. tidak pernah ada tawaran atau info mengenai...",cungss,55421094,setiadi sopandi,Suzuki,1,3112,989,31550,1,NULL,NULL,NULL,https://twitter.com/cungss/status/1693522387781013809,https://pbs.twimg.com/profile_images/1204303688581271553/l9G7uXWz_200x200.jpg
519,August-23,1.69363E+18," (@) в X Dirgahayu Indonesia ke-78!

Memperingati kemerdekaan Indonesia, @daiadetergent mau kepo dong kalau merdeka versi ibu gimana nih? Sekalian ada hadiah OVO 1.700.000 dan hampers Daia untuk 17 orang buat yang ikutan, lho! Caranya gampang banget, cek di sini ya ??",desi_rintiani,3867976038,Desi Rintiani,Toyota,NULL,NULL,NULL,NULL,97,NULL,NULL,NULL,https://twitter.com/desi_rintiani,https://pbs.twimg.com/ext_tw_video_thumb/1691973398220746752/pu/img/s4weLYi6hMKO0iss.jpg:large
530,August-23,1.69386E+18,Udah nggak sabar nungguin #DaihatsuQuiz? Tenang hari ini Daimin bagi saldo Astrapay 200ribu untuk 4 orang pemenang yang beruntung! Caranya - Follow @DaihatsuInd - Reply jawaban sebanyak-banyaknya...,DaihatsuInd,86864472,Daihatsu Indonesia,Daihatsu,123,233556,10958,52648,123,NULL,NULL,NULL,https://twitter.com/DaihatsuInd/status/1693856038213312982,https://pbs.twimg.com/profile_images/1447891799842779143/9fHut2AP_200x200.jpg
